Personal_ID,Cost Center,Company Code,Anonymized WBSL1 Descp,WBSL1 Value,WBSL4 Value,Fiscal Year,Hours,Work Date,Business Descp,Week,Job level,Business Line Descp,Theme
1,,,Project 1,,3170008366,2021,4,1/6/2020,AUDIT,,,Audit,Worldclass
2,,,Project 1,,3170008366,2021,6,1/6/2020,RISK ADVISORY (NSE),,,Internal Audit,Worldclass
3,,,Project 2,,3170014220,2021,3,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Worldclass
4,,,Project 3,,3170014400,2021,3,1/6/2020,AUDIT,,,Audit,Other
5,,,Project 3,,3170014400,2021,8,1/6/2020,TAX,,,GLOBAL EMPLOYER SERVICES,Other
6,,,Project 3,,3170014400,2021,2,1/6/2020,CONSULTING,,,Strategy & Business Design,Other
7,,,Project 4,,3170015321,2021,3,1/6/2020,TAX,,,GLOBAL EMPLOYER SERVICES,Sustainability
8,,,Project 4,,3170015321,2021,12,1/6/2020,TAX,,,INDIRECT TAX,Sustainability
9,,,Project 4,,3170015321,2021,72,1/6/2020,CONSULTING,,,Customer & Applied Design,Sustainability
10,,,Project 4,,3170015321,2021,2,1/6/2020,FINANCIAL ADVISORY (NSE),,,I&CP E. & Real Estate,Sustainability
11,,,Project 4,,3170015321,2021,13,1/6/2020,TAX,,,INDIRECT TAX,Sustainability
12,,,Project 4,,3170015321,2021,1,1/6/2020,TAX,,,Business Tax,Sustainability
13,,,Project 4,,3170015321,2021,88,1/6/2020,RISK ADVISORY (NSE),,,Controllership,
14,,,Project 4,,3170015321,2021,1,1/6/2020,CONSULTING,,,Organization Transformation,Sustainability
15,,,Project 4,,3170015321,2021,2,1/6/2020,CONSULTING,,,Customer & Applied Design,Sustainability
16,,,Project 4,,3170015321,2021,14,1/6/2020,FINANCIAL ADVISORY (NSE),,,I&CP E. & Real Estate,Sustainability
17,,,Project 4,,3170015321,2021,6,1/6/2020,TAX,,,INDIRECT TAX,Sustainability
18,,,Project 4,,3170015321,2021,6,1/6/2020,TAX,,,Business Tax,Sustainability
19,,,Project 4,,3170015321,2021,20,1/6/2020,CONSULTING,,,Supply Chain & Network Operations,Sustainability
20,,,Project 4,,3170015321,2021,19,1/6/2020,TAX,,,INDIRECT TAX,Sustainability
21,,,Project 4,,3170015321,2021,4,1/6/2020,CONSULTING,,,Customer & Applied Design,Sustainability
22,,,Project 4,,3170015321,2021,124,1/6/2020,CONSULTING,,,Customer & Applied Design,Sustainability
23,,,Project 4,,3170015321,2021,12,1/6/2020,AUDIT,,,Integrated Services,Sustainability
24,,,Project 5,,3170015323,2021,22,1/6/2020,CONSULTING,,,Systems Engineering,Endurable Society
25,,,Project 6,,3170015394,2021,20,1/6/2020,CONSULTING,,,Organization Transformation,Missing
26,,,Project 6,,3170015394,2021,32,1/6/2020,CONSULTING,,,Organization Transformation,Missing
27,,,Project 7,,3170015571,2021,3,1/6/2020,CONSULTING,,,Workforce Transformation,Worldclass
28,,,Project 7,,3170015571,2021,5,1/6/2020,CONSULTING,,,SAP,Worldclass
29,,,Project 7,,3170015571,2021,2,1/6/2020,CONSULTING,,,Digital Customer,Worldclass
30,,,Project 8,,3170015808,2021,14,1/6/2020,CONSULTING,,,Strategy & Business Design,Worlclass
31,,,Project 9,,3170015942,2021,6,1/6/2020,CONSULTING,,,Operations Transformation,Endurable Society
32,,,Project 9,,3170015942,2021,14,1/6/2020,CONSULTING,,,Customer & Applied Design,Endurable Society
33,,,Project 9,,3170015942,2021, -   ,1/6/2020,CONSULTING,,,Customer & Applied Design,Endurable Society
34,,,Project 9,,3170015942,2021,76,1/6/2020,CONSULTING,,,Strategy & Business Design,Endurable Society
35,,,Project 9,,3170015942,2021,2,1/6/2020,TAX,,,Business Tax,Endurable Society
36,,,Project 9,,3170015942,2021,1,1/6/2020,TAX,,,Business Tax,Endurable Society
37,,,Project 9,,3170015942,2021,48,1/6/2020,CONSULTING,,,Customer & Applied Design,Endurable Society
38,,,Project 9,,3170015942,2021,1,1/6/2020,TAX,,,Business Tax,Endurable Society
39,,,Project 9,,3170015942,2021,120,1/6/2020,CONSULTING,,,Strategy & Business Design,Endurable Society
40,,,Project 10,,3170016310,2021,12,1/6/2020,CONSULTING,,,Finance & Performance,Endurable Society
41,,,Project 10,,3170016310,2021,24,1/6/2020,CONSULTING,,,Strategy & Business Design,Endurable Society
42,,,Project 11,,3170016311,2021,0,1/6/2020,AUDIT,,,Integrated Services,Sustainability
43,,,Project 11,,3170016311,2021,1,1/6/2020,AUDIT,,,Integrated Services,Sustainability
44,,,Project 11,,3170016311,2021,19,1/6/2020,AUDIT,,,Audit,Sustainability
45,,,Project 12,,3170016380,2021,4,1/6/2020,AUDIT,,,Integrated Services,Endurable Society
46,,,Project 12,,3170016380,2021,6,1/6/2020,AUDIT,,,Integrated Services,Endurable Society
47,,,Project 12,,3170016380,2021,0,1/6/2020,AUDIT,,,Integrated Services,Endurable Society
48,,,Project 12,,3170016380,2021,37,1/6/2020,Enabling Area,,,Executive & Management,Endurable Society
49,,,Project 12,,3170016380,2021,1,1/6/2020,TAX,,,Global Invest & Inno. Incntves,Endurable Society
50,,,Project 12,,3170016380,2021,4,1/6/2020,FINANCIAL ADVISORY (NSE),,,I&CP E. & Real Estate,Endurable Society
51,,,Project 12,,3170016380,2021,7,1/6/2020,TAX,,,Global Invest & Inno. Incntves,Endurable Society
52,,,Project 13,,3170016429,2021,16,1/6/2020,RISK ADVISORY (NSE),,,Internal Audit,Endurable Society
53,,,Project 14,,3170016702,2021,3,1/6/2020,TAX,,,LEGAL,Sustainability
54,,,Project 14,,3170016702,2021,2,1/6/2020,TAX,,,LEGAL,Sustainability
55,,,Project 14,,3170016702,2021,4,1/6/2020,TAX,,,LEGAL,Sustainability
56,,,Project 14,,3170016702,2021,4,1/6/2020,TAX,,,LEGAL,Sustainability
57,,,Project 15,,3170017240,2021,5,1/6/2020,FINANCIAL ADVISORY (NSE),,,I&CP E. & Real Estate,Worldclass
58,,,Project 15,,3170017240,2021,7,1/6/2020,FINANCIAL ADVISORY (NSE),,,FORENSIC,Worldclass
59,,,Project 16,,3170017567,2021,1,1/6/2020,TAX,,,Tax Management Cons.,Worldclass
60,,,Project 16,,3170017567,2021,32,1/6/2020,Enabling Area,,,Other Firmwide,Worldclass
61,,,Project 17,,3170017610,2021,7,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Worldclass
62,,,Project 18,,3170018080,2021,11,1/6/2020,AUDIT,,,Integrated Services,Endurable Society
63,,,Project 19,,3170018104,2021,1,1/6/2020,RISK ADVISORY (NSE),,,Digital / AI Controls / Algorithms,Worldclass
64,,,Project 19,,3170018104,2021,7,1/6/2020,TAX,,,Tax Management Cons.,Worldclass
65,,,Project 19,,3170018104,2021,2,1/6/2020,TAX,,,GLOBAL EMPLOYER SERVICES,Worldclass
66,,,Project 19,,3170018104,2021,1,1/6/2020,TAX,,,BPS,Worldclass
67,,,Project 19,,3170018104,2021,1,1/6/2020,TAX,,,Tax Management Cons.,Worldclass
68,,,Project 19,,3170018104,2021,3,1/6/2020,TAX,,,GLOBAL EMPLOYER SERVICES,Worldclass
69,,,Project 19,,3170018104,2021,4,1/6/2020,TAX,,,INDIRECT TAX,Worldclass
70,,,Project 19,,3170018104,2021,2,1/6/2020,CONSULTING,,,Operations Transformation,Worldclass
71,,,Project 19,,3170018104,2021,1,1/6/2020,CONSULTING,,,Analytics & Cognitive,Worldclass
72,,,Project 19,,3170018104,2021,1,1/6/2020,CONSULTING,,,HR Transformation,Worldclass
43,,,Project 20,,3170018238,2021,5,1/6/2020,AUDIT,,,Integrated Services,Worldclass
73,,,Project 20,,3170018238,2021,2,1/6/2020,AUDIT,,,Integrated Services,Worldclass
74,,,Project 21,,3170018398,2021,2,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Worldclass
75,,,Project 21,,3170018398,2021,4,1/6/2020,CONSULTING,,,Operations Transformation,Worldclass
76,,,Project 21,,3170018398,2021,5,1/6/2020,CONSULTING,,,Cloud Engineering,Worldclass
69,,,Project 21,,3170018398,2021,3,1/6/2020,TAX,,,INDIRECT TAX,Worldclass
77,,,Project 22,,3170018922,2021,4,1/6/2020,CONSULTING,,,Organization Transformation,Endurable Society
78,,,Project 23,,3170019350,2021,2,1/6/2020,CONSULTING,,,Analytics & Cognitive,Sustainability
79,,,Project 24,,3170019366,2021,4,1/6/2020,CONSULTING,,,Digital Customer,Endurable Society
80,,,Project 24,,3170019366,2021,76,1/6/2020,CONSULTING,,,Digital Customer,Endurable Society
81,,,Project 24,,3170019366,2021,7,1/6/2020,CONSULTING,,,Digital Customer,Endurable Society
82,,,Project 25,,3170019458,2021,12,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
83,,,Project 25,,3170019458,2021,8,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
84,,,Project 25,,3170019458,2021,16,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
85,,,Project 26,,3170019514,2021,3,1/6/2020,AUDIT,,,Integrated Services,Endurable Society
86,,,Project 26,,3170019514,2021,7,1/6/2020,AUDIT,,,Integrated Services,Endurable Society
87,,,Project 26,,3170019514,2021,10,1/6/2020,TAX,,,INDIRECT TAX,Endurable Society
88,,,Project 27,,3170019533,2021,6,1/6/2020,FINANCIAL ADVISORY (NSE),,,I&CP E. & Real Estate,Endurable Society
89,,,Project 27,,3170019533,2021,1,1/6/2020,FINANCIAL ADVISORY (NSE),,,I&CP E. & Real Estate,Endurable Society
90,,,Project 28,,3170019643,2021,1,1/6/2020,AUDIT,,,Integrated Services,Other
91,,,Project 28,,3170019643,2021,8,1/6/2020,CONSULTING,,,Operations Transformation,Other
92,,,Project 28,,3170019643,2021,4,1/6/2020,AUDIT,,,Audit,Other
93,,,Project 28,,3170019643,2021,3,1/6/2020,CONSULTING,,,Supply Chain & Network Operations,Other
94,,,Project 28,,3170019643,2021,8,1/6/2020,CONSULTING,,,Supply Chain & Network Operations,Other
95,,,Project 28,,3170019643,2021,8,1/6/2020,CONSULTING,,,Analytics & Cognitive,Other
96,,,Project 28,,3170019643,2021,8,1/6/2020,CONSULTING,,,Strategy & Business Design,Other
97,,,Project 28,,3170019643,2021,3,1/6/2020,TAX,,,LEGAL,Other
98,,,Project 28,,3170019643,2021,4,1/6/2020,RISK ADVISORY (NSE),,,Internal Audit,Other
99,,,Project 28,,3170019643,2021,2,1/6/2020,CONSULTING,,,Supply Chain & Network Operations,Other
62,,,Project 28,,3170019643,2021,7,1/6/2020,AUDIT,,,Integrated Services,Other
100,,,Project 29,,3170019681,2021,1,1/6/2020,TAX,,,LEGAL,Endurable Society
101,,,Project 29,,3170019681,2021,4,1/6/2020,TAX,,,LEGAL,Endurable Society
102,,,Project 29,,3170019681,2021,1,1/6/2020,TAX,,,LEGAL,Endurable Society
103,,,Project 30,,3170019710,2021,1,1/6/2020,CONSULTING,,,Supply Chain & Network Operations,Sustainability
104,,,Project 30,,3170019710,2021,148,1/6/2020,CONSULTING,,,Workforce Transformation,Sustainability
105,,,Project 30,,3170019710,2021,12,1/6/2020,CONSULTING,,,Workforce Transformation,Sustainability
106,,,Project 30,,3170019710,2021,1,1/6/2020,CONSULTING,,,Operations Transformation,Sustainability
107,,,Project 30,,3170019710,2021,52,1/6/2020,CONSULTING,,,Workforce Transformation,Sustainability
3,,,Project 31,,3170019721,2021,6,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Sustainability
108,,,Project 31,,3170019721,2021,18,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Sustainability
109,,,Project 31,,3170019721,2021,33,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Sustainability
110,,,Project 31,,3170019721,2021,8,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Sustainability
111,,,Project 31,,3170019721,2021,17,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Sustainability
112,,,Project 32,,3170019722,2021,22,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
108,,,Project 32,,3170019722,2021,1,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
113,,,Project 32,,3170019722,2021,5,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
114,,,Project 32,,3170019722,2021,12,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
115,,,Project 32,,3170019722,2021,51,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
116,,,Project 32,,3170019722,2021,6,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
117,,,Project 33,,3170019723,2021,2,1/6/2020,FINANCIAL ADVISORY (NSE),,,Corporate Financial Advisory,Other
118,,,Project 33,,3170019723,2021,1,1/6/2020,AUDIT,,,Audit,Other
119,,,Project 33,,3170019723,2021,1,1/6/2020,RISK ADVISORY (NSE),,,Crisis & Resillience,Other
120,,,Project 34,,3170019803,2021,4,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
121,,,Project 34,,3170019803,2021,10,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
122,,,Project 34,,3170019803,2021,67,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
116,,,Project 34,,3170019803,2021,92,1/6/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
41,,,Project 35,,3170019890,2021,56,1/6/2020,CONSULTING,,,Strategy & Business Design,Worldclass
123,,,Project 35,,3170019890,2021,77,1/6/2020,CONSULTING,,,Finance & Performance,Worldclass
124,,,Project 35,,3170019890,2021,35,1/6/2020,RISK ADVISORY (NSE),,,Internal Audit,Worldclass
125,,,Project 35,,3170019890,2021,44,1/6/2020,RISK ADVISORY (NSE),,,Internal Audit,Worldclass
126,,,Project 36,,3170020077,2021,9,1/6/2020,TAX,,,LEGAL,Endurable Society
127,,,Project 36,,3170020077,2021,20,1/6/2020,TAX,,,LEGAL,Endurable Society
128,,,Project 1,,3170008366,2021,6,1/7/2020,CONSULTING,,,Technology Strategy & Transformation,Worldclass
68,,,Project 1,,3170008366,2021,0,1/7/2020,TAX,,,GLOBAL EMPLOYER SERVICES,Worldclass
4,,,Project 3,,3170014400,2021,6,1/7/2020,AUDIT,,,Audit,Other
5,,,Project 3,,3170014400,2021,4,1/7/2020,TAX,,,GLOBAL EMPLOYER SERVICES,Other
6,,,Project 3,,3170014400,2021,4,1/7/2020,CONSULTING,,,Strategy & Business Design,Other
129,,,Project 3,,3170014400,2021,1,1/7/2020,TAX,,,Business Tax,Other
7,,,Project 4,,3170015321,2021,1,1/7/2020,TAX,,,GLOBAL EMPLOYER SERVICES,Sustainability
8,,,Project 4,,3170015321,2021,12,1/7/2020,TAX,,,INDIRECT TAX,Sustainability
130,,,Project 4,,3170015321,2021,1,1/7/2020,TAX,,,INDIRECT TAX,Sustainability
10,,,Project 4,,3170015321,2021,2,1/7/2020,FINANCIAL ADVISORY (NSE),,,I&CP E. & Real Estate,Sustainability
131,,,Project 4,,3170015321,2021,2,1/7/2020,TAX,,,GLOBAL EMPLOYER SERVICES,Sustainability
11,,,Project 4,,3170015321,2021,8,1/7/2020,TAX,,,INDIRECT TAX,Sustainability
12,,,Project 4,,3170015321,2021,1,1/7/2020,TAX,,,Business Tax,Sustainability
13,,,Project 4,,3170015321,2021,8,1/7/2020,RISK ADVISORY (NSE),,,Controllership,
132,,,Project 4,,3170015321,2021,48,1/7/2020,CONSULTING,,,Digital Customer,Sustainability
15,,,Project 4,,3170015321,2021,8,1/7/2020,CONSULTING,,,Customer & Applied Design,Sustainability
16,,,Project 4,,3170015321,2021,8,1/7/2020,FINANCIAL ADVISORY (NSE),,,I&CP E. & Real Estate,Sustainability
18,,,Project 4,,3170015321,2021,8,1/7/2020,TAX,,,Business Tax,Sustainability
19,,,Project 4,,3170015321,2021,24,1/7/2020,CONSULTING,,,Supply Chain & Network Operations,Sustainability
20,,,Project 4,,3170015321,2021,28,1/7/2020,TAX,,,INDIRECT TAX,Sustainability
133,,,Project 4,,3170015321,2021,40,1/7/2020,CONSULTING,,,Digital Customer,Sustainability
134,,,Project 4,,3170015321,2021,40,1/7/2020,CONSULTING,,,Digital Customer,Sustainability
22,,,Project 4,,3170015321,2021,8,1/7/2020,CONSULTING,,,Customer & Applied Design,Sustainability
23,,,Project 4,,3170015321,2021,19,1/7/2020,AUDIT,,,Integrated Services,Sustainability
24,,,Project 5,,3170015323,2021,5,1/7/2020,CONSULTING,,,Systems Engineering,Endurable Society
135,,,Project 5,,3170015323,2021,9,1/7/2020,CONSULTING,,,Analytics & Cognitive,Endurable Society
27,,,Project 7,,3170015571,2021,1,1/7/2020,CONSULTING,,,Workforce Transformation,Worldclass
30,,,Project 8,,3170015808,2021,12,1/7/2020,CONSULTING,,,Strategy & Business Design,Worlclass
31,,,Project 9,,3170015942,2021,4,1/7/2020,CONSULTING,,,Operations Transformation,Endurable Society
32,,,Project 9,,3170015942,2021,125,1/7/2020,CONSULTING,,,Customer & Applied Design,Endurable Society
34,,,Project 9,,3170015942,2021,196,1/7/2020,CONSULTING,,,Strategy & Business Design,Endurable Society
35,,,Project 9,,3170015942,2021,1,1/7/2020,TAX,,,Business Tax,Endurable Society
37,,,Project 9,,3170015942,2021,184,1/7/2020,CONSULTING,,,Customer & Applied Design,Endurable Society
136,,,Project 9,,3170015942,2021,136,1/7/2020,CONSULTING,,,Advertising,
39,,,Project 9,,3170015942,2021,160,1/7/2020,CONSULTING,,,Strategy & Business Design,Endurable Society
137,,,Project 9,,3170015942,2021,64,1/7/2020,CONSULTING,,,Customer & Applied Design,Endurable Society
40,,,Project 10,,3170016310,2021,4,1/7/2020,CONSULTING,,,Finance & Performance,Endurable Society
48,,,Project 12,,3170016380,2021,11,1/7/2020,Enabling Area,,,Executive & Management,Endurable Society
49,,,Project 12,,3170016380,2021,3,1/7/2020,TAX,,,Global Invest & Inno. Incntves,Endurable Society
50,,,Project 12,,3170016380,2021,4,1/7/2020,FINANCIAL ADVISORY (NSE),,,I&CP E. & Real Estate,Endurable Society
51,,,Project 12,,3170016380,2021,4,1/7/2020,TAX,,,Global Invest & Inno. Incntves,Endurable Society
44,,,Project 14,,3170016702,2021,40,1/7/2020,AUDIT,,,Audit,Sustainability
138,,,Project 16,,3170017567,2021,2,1/7/2020,TAX,,,Centralized Tax & Legal,Worldclass
60,,,Project 16,,3170017567,2021,38,1/7/2020,Enabling Area,,,Other Firmwide,Worldclass
139,,,Project 37,,3170017700,2021,20,1/7/2020,CONSULTING,,,Customer & Applied Design,Worldclass
140,,,Project 38,,3170018103,2021,2,1/7/2020,AUDIT,,,Integrated Services,Sustainability
64,,,Project 19,,3170018104,2021,3,1/7/2020,TAX,,,Tax Management Cons.,Worldclass
141,,,Project 19,,3170018104,2021,1,1/7/2020,RISK ADVISORY (NSE),,,Controllership,
67,,,Project 19,,3170018104,2021,2,1/7/2020,TAX,,,Tax Management Cons.,Worldclass
68,,,Project 19,,3170018104,2021,1,1/7/2020,TAX,,,GLOBAL EMPLOYER SERVICES,Worldclass
142,,,Project 19,,3170018104,2021,3,1/7/2020,CONSULTING,,,Advertising,
70,,,Project 19,,3170018104,2021,1,1/7/2020,CONSULTING,,,Operations Transformation,Worldclass
71,,,Project 19,,3170018104,2021,2,1/7/2020,CONSULTING,,,Analytics & Cognitive,Worldclass
43,,,Project 20,,3170018238,2021,7,1/7/2020,AUDIT,,,Integrated Services,Worldclass
73,,,Project 20,,3170018238,2021,4,1/7/2020,AUDIT,,,Integrated Services,Worldclass
90,,,Project 39,,3170019289,2021,5,1/7/2020,AUDIT,,,Integrated Services,Endurable Society
78,,,Project 23,,3170019350,2021,3,1/7/2020,CONSULTING,,,Analytics & Cognitive,Sustainability
79,,,Project 24,,3170019366,2021,1,1/7/2020,CONSULTING,,,Digital Customer,Endurable Society
80,,,Project 24,,3170019366,2021,18,1/7/2020,CONSULTING,,,Digital Customer,Endurable Society
81,,,Project 24,,3170019366,2021,1,1/7/2020,CONSULTING,,,Digital Customer,Endurable Society
143,,,Project 24,,3170019366,2021,13,1/7/2020,CONSULTING,,,Digital Customer,Endurable Society
144,,,Project 25,,3170019458,2021,5,1/7/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
83,,,Project 25,,3170019458,2021,4,1/7/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
84,,,Project 25,,3170019458,2021,2,1/7/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
85,,,Project 26,,3170019514,2021,0,1/7/2020,AUDIT,,,Integrated Services,Endurable Society
86,,,Project 26,,3170019514,2021,1,1/7/2020,AUDIT,,,Integrated Services,Endurable Society
87,,,Project 26,,3170019514,2021,-10,1/7/2020,TAX,,,INDIRECT TAX,Endurable Society
145,,,Project 28,,3170019643,2021,1,1/7/2020,TAX,,,LEGAL,Other
146,,,Project 28,,3170019643,2021,50,1/7/2020,CONSULTING,,,Operations Transformation,Other
97,,,Project 28,,3170019643,2021,5,1/7/2020,TAX,,,LEGAL,Other
98,,,Project 28,,3170019643,2021,2,1/7/2020,RISK ADVISORY (NSE),,,Internal Audit,Other
147,,,Project 28,,3170019643,2021,59,1/7/2020,CONSULTING,,,Digital Customer,Other
148,,,Project 29,,3170019681,2021,2,1/7/2020,TAX,,,LEGAL,Endurable Society
101,,,Project 29,,3170019681,2021,7,1/7/2020,TAX,,,LEGAL,Endurable Society
104,,,Project 30,,3170019710,2021,36,1/7/2020,CONSULTING,,,Workforce Transformation,Sustainability
105,,,Project 30,,3170019710,2021,24,1/7/2020,CONSULTING,,,Workforce Transformation,Sustainability
106,,,Project 30,,3170019710,2021,2,1/7/2020,CONSULTING,,,Operations Transformation,Sustainability
107,,,Project 30,,3170019710,2021,8,1/7/2020,CONSULTING,,,Workforce Transformation,Sustainability
3,,,Project 31,,3170019721,2021,2,1/7/2020,RISK ADVISORY (NSE),,,Cyber,Sustainability
61,,,Project 31,,3170019721,2021,15,1/7/2020,RISK ADVISORY (NSE),,,Cyber,Sustainability
149,,,Project 31,,3170019721,2021,16,1/7/2020,RISK ADVISORY (NSE),,,Cyber,Sustainability
150,,,Project 31,,3170019721,2021,10,1/7/2020,RISK ADVISORY (NSE),,,Cyber,Sustainability
112,,,Project 32,,3170019722,2021,4,1/7/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
108,,,Project 32,,3170019722,2021,4,1/7/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
114,,,Project 32,,3170019722,2021,3,1/7/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
115,,,Project 32,,3170019722,2021,1,1/7/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
92,,,Project 33,,3170019723,2021,3,1/7/2020,AUDIT,,,Audit,Other
151,,,Project 33,,3170019723,2021,7,1/7/2020,Enabling Area,,,Executive & Management,Other
152,,,Project 33,,3170019723,2021,1,1/7/2020,RISK ADVISORY (NSE),,,Internal Audit,Other
119,,,Project 33,,3170019723,2021,2,1/7/2020,RISK ADVISORY (NSE),,,Crisis & Resillience,Other
153,,,Project 33,,3170019723,2021,4,1/7/2020,RISK ADVISORY (NSE),,,Internal Audit,Other
121,,,Project 34,,3170019803,2021,2,1/7/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
122,,,Project 34,,3170019803,2021,8,1/7/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
116,,,Project 34,,3170019803,2021,20,1/7/2020,RISK ADVISORY (NSE),,,Cyber,Endurable Society
41,,,Project 35,,3170019890,2021,24,1/7/2020,CONSULTING,,,Strategy & Business Design,Worldclass
123,,,Project 35,,3170019890,2021,44,1/7/2020,CONSULTING,,,Finance & Performance,Worldclass
124,,,Project 35,,3170019890,2021,12,1/7/2020,RISK ADVISORY (NSE),,,Internal Audit,Worldclass
152,,,Project 40,,3170020074,2021,1,1/7/2020,RISK ADVISORY (NSE),,,Internal Audit,Sustainability
154,,,Project 36,,3170020077,2021,16,1/7/2020,AUDIT,,,Audit,Endurable Society
155,,,Project 36,,3170020077,2021,29,1/7/2020,AUDIT,,,Audit,Endurable Society
126,,,Project 36,,3170020077,2021,11,1/7/2020,TAX,,,LEGAL,Endurable Society
156,,,Project 36,,3170020077,2021,14,1/7/2020,AUDIT,,,Audit,Endurable Society
41,,,Project 36,,3170020077,2021,40,1/7/2020,CONSULTING,,,Strategy & Business Design,Endurable Society
127,,,Project 36,,3170020077,2021,8,1/7/2020,TAX,,,LEGAL,Endurable Society
119,,,Project 41,,3170020079,2021,8,1/7/2020,RISK ADVISORY (NSE),,,Crisis & Resillience,Missing
157,,,Project 41,,3170020079,2021,8,1/7/2020,FINANCIAL ADVISORY (NSE),,,FORENSIC,Missing
158,,,Project 41,,3170020079,2021,6,1/7/2020,RISK ADVISORY (NSE),,,Digital / AI Controls / Algorithms,Missing
159,,,Project 41,,3170020079,2021,6,1/7/2020,CONSULTING,,,Operations Transformation,Missing
160,,,Project 1,,3170008366,2021,1,1/8/2020,TAX,,,LEGAL,Worldclass
5,,,Project 3,,3170014400,2021,2,1/8/2020,TAX,,,GLOBAL EMPLOYER SERVICES,Other
129,,,Project 3,,3170014400,2021,1,1/8/2020,TAX,,,Business Tax,Other
7,,,Project 4,,3170015321,2021,2,1/8/2020,TAX,,,GLOBAL EMPLOYER SERVICES,Sustainability
8,,,Project 4,,3170015321,2021,7,1/8/2020,TAX,,,INDIRECT TAX,Sustainability
161,,,Project 4,,3170015321,2021,2,1/8/2020,FINANCIAL ADVISORY (NSE),,,I&CP E. & Real Estate,Sustainability
9,,,Project 4,,3170015321,2021,20,1/8/2020,CONSULTING,,,Customer & Applied Design,Sustainability
10,,,Project 4,,3170015321,2021,4,1/8/2020,FINANCIAL ADVISORY (NSE),,,I&CP E. & Real Estate,Sustainability
11,,,Project 4,,3170015321,2021,7,1/8/2020,TAX,,,INDIRECT TAX,Sustainability
12,,,Project 4,,3170015321,2021,1,1/8/2020,TAX,,,Business Tax,Sustainability
162,,,Project 4,,3170015321,2021,3,1/8/2020,TAX,,,INDIRECT TAX,Sustainability
163,,,Project 4,,3170015321,2021,4,1/8/2020,CONSULTING,,,Workforce Transformation,Sustainability
164,,,Project 4,,3170015321,2021,8,1/8/2020,CONSULTING,,,Workforce Transformation,Sustainability
14,,,Project 4,,3170015321,2021,24,1/8/2020,CONSULTING,,,Organization Transformation,Sustainability
16,,,Project 4,,3170015321,2021,30,1/8/2020,FINANCIAL ADVISORY (NSE),,,I&CP E. & Real Estate,Sustainability
18,,,Project 4,,3170015321,2021,4,1/8/2020,TAX,,,Business Tax,Sustainability
20,,,Project 4,,3170015321,2021,6,1/8/2020,TAX,,,INDIRECT TAX,Sustainability
165,,,Project 4,,3170015321,2021,18,1/8/2020,TAX,,,INDIRECT TAX,Sustainability
23,,,Project 4,,3170015321,2021,19,1/8/2020,AUDIT,,,Integrated Services,Sustainability
166,,,Project 4,,3170015321,2021,2,1/8/2020,FINANCIAL ADVISORY (NSE),,,I&CP E. & Real Estate,Sustainability
27,,,Project 7,,3170015571,2021,4,1/8/2020,CONSULTING,,,Workforce Transformation,Worldclass
167,,,Project 7,,3170015571,2021,2,1/8/2020,CONSULTING,,,Strategy & Business Design,Worldclass
30,,,Project 8,,3170015808,2021,-26,1/8/2020,CONSULTING,,,Strategy & Business Design,Worlclass
31,,,Project 9,,3170015942,2021,8,1/8/2020,CONSULTING,,,Operations Transformation,Endurable Society
32,,,Project 9,,3170015942,2021,20,1/8/2020,CONSULTING,,,Customer & Applied Design,Endurable Society
34,,,Project 9,,3170015942,2021,102,1/8/2020,CONSULTING,,,Strategy & Business Design,Endurable Society
35,,,Project 9,,3170015942,2021,2,1/8/2020,TAX,,,Business Tax,Endurable Society
37,,,Project 9,,3170015942,2021,168,1/8/2020,CONSULTING,,,Customer & Applied Design,Endurable Society
